course,unit,lesson,video_title,about,transcript
Pixar in a Box,Rigging,Introduction to rigging,3. Scale deformers,Now you can start scaling your shapes to make your lamp look younger. ,"- When John Lasseter
created his animated short, he wanted a younger lamp. He observed that children
tend to have bigger heads and bottoms as compared to
the rest of their bodies. So to make his lamp appear younger, he scaled down the lamp and then he he scaled up the foot and head to make Junior. To get a little experience
of creating a new model, let's add some scaling
deformers to modify the lamp. At Pixar, the art department
often gives us draw-overs to guide us in remodeling the character. In the following exercise, we
see a draw-over like this one that you will try to match
using scaling deformers. When you're done, your lamp
should look much younger."
Pixar in a Box,Rigging,Introduction to rigging,4. Putting everything together,Click here to review the animation lesson. Created by Brit Cruise.,"- Great work! You've probably discovered
that changing the base scale changes the arm scale and head scale. This is because the
scales affect each other. When you're working with
controls like a scale deformer that affects a whole
model or a bunch of parts, it's best to get the overall scale right before the individual parts. We call this working from rough to fine. We now have all the concepts we need to model and rig our lamp. Go ahead and add scales to your lamp to make it appear younger and older, and rotate to all the joints
so you can pose the lamp, and a translate and a rotate to the base, so you can move the lamp around. And after the exercise,
we have a bonus step, which will allow you to try animating the fully-rigged lamp. You should definitely check
out the animation lesson before trying that one. (twinkling)"
Pixar in a Box,Rigging,Introduction to rigging,5. Make a face,Try out your deformers on a face. ,"(lamp and ball hopping) (light clicks) - We can express so much
emotion through our bodies, but I really love using rigging
to make expressive faces. It is fascinating to learn about how our faces display emotions or ideas. There's so much detail
in every expression. In our next exercise, we're
gonna rig a snowman face and we need some new Deformers to do that. First, let's add a directional scale. A directional scale allows us to scale in just one direction. If you scale a hat using ScaleY, you'll get a taller hat
that looks like a top hat. If you scale the face with ScaleX, you will get a wider face. We also need shear Deformers. Shear Deformers are similar
to directional scales, in the sense that they work
in a specific direction. We also have our set of
rotates and translates and scales that we already used. Just as before, you
should work rough to fine, with rotating the head to begin with and then translating and rotating the hat. Remember, the order of
your Deformers matters, so test your controls as you work. When you finish rigging the head, move on to the next lesson, where you'll learn to write
code to make your own character."
Pixar in a Box,Rigging,Introduction to rigging,Getting to know Brian Green,Find out what makes Brian tick. ,"yeah, so, early, early on - I grew up my dad didn't believe in having a TV in the house because he didn't want me to waste my time watching Saturday-morning cartoons But I love cartoons! The penmanship and craftsmanship was incredible So that was the inspiration and it also became entertainment for me So I just love to just, you know spend my time drawing. &gt; Do you have any examples that we can- Do you have any pictures or anything of that early artwork? &gt; I could! Yeah, I have artwork at home that I can dig up and that's you know, I'll be embarrassed to show. But I'll show it regardless, 'cause you're all my friends out there. No, art is one of those things you all start from a place of being- feeling sensitive about it, but you just keep doing it, and you enjoy it and you get better at it One of those things that fulfills itself. Oh! I- I built my own computer when I was about 12 or 13. Australia was going to dominate the computer industry with a computer called the Microbee, so I went ahead and made this Microbee, and then Because I could program, I could actually create characters from it So one of the big gaming systems back then was called Aliens, so one of the first programs I created was these aliens going across the screen and you could shoot 'em, and we used a thing called"
Pixar in a Box,Rigging,Code a character,1. Creating objects,Before building characters you need to define individual shapes using objects. Click here to review objects on Khan Academy. ,"(ball bounce) - In this lesson we're going to explore the wonderful world of rigging software. (drilling loudly) To build a character at Pixar, we begin with a modeling packet. A model packet consists
of a series of drawings or clay sculptures called maquettes that are a guide for
modeling the character. For more important characters, there can be a lot of drawings. And for less important characters it might just be a scribble on the napkin. From these we build the
model in the computer. I hope you enjoyed rigging
the face for a snowman in lesson one. In this lesson, you're going
to create your character in a similar manner to
how Pixar built a snowman for the short film Knick Knack. Before starting, the rigger
will meet with an animator and discuss what type
of controls are needed. A character, like the
army man from Toy Story, would be made from plastic. So its movements would be quite stiff. In contrast, a rubber snake
would be quite flexible. Keeping true to the materials
creates believability, the rigger and the animator work closely throughout the rigging
process to make sure the animator gets all the
controls she needs to make the character come alive and act. The animator will do various tests such as calisthenics to
test a range of rigging. The final test is usually
a fully active scene. In this lesson you'll write
code to design your model, then rig your model with
the former that you learnt about in the previous lesson. You'll start by drawing basic shapes, then you'll combine the
shape to make characters, then you'll build there
the former functions for translate, scale and rotate. And finally, you'll connect
everything together. And in a bonus step, we'll show you how to animate your models. But first, let's think
about what we are doing. All models have one thing in common, from the perspective of the computer, a model is just a collection
of individual shapes. Each shape will be stored in
the computer as an object. To create the shape of a circle, we'll put in the object
all the data the computer will need to create that shape. In this warm up exercise,
you'll create a circle for the snowman's body. If you're new to coding we
have a short code review before the exercise. Be awesome!"
Pixar in a Box,Rigging,Code a character,3. Putting shapes together,Use an array to store many objects as well as create any shape you can imagine. Click here to review objects. ,"- [Narrator] Okay, so far you've
made a single shape object which contains information
to draw a circle, but we'll need more shapes
to build our snowman, and we'll want to store
all of these shapes inside one data structure, which represents our snowman model. One way we can do this is with an array, where each position in the
array holds one shape object. In the next exercise, you'll
define an array called shapes array to do this. Think of this shapes
array as our entire model. It has everything the computer needs to draw all the pieces of the model. But what about a hat for Nick? We can't draw that with circles... That would be crazy! The short film, Nick Nack, was made with simple geometric shapes. One easy way to draw any shape is to define a series of
points called vertices. For example, the hat would
need eight vertices like this. Each of these points is represented by a pair of coordinates. And then, the entire
list of these vertices can be stored in a larger array. So we'll have an array of arrays
to store any shape we want. And we'll let another part of the program actually connect these dots for us. First up, we have two exercises for you. In the first exercise, you'll be creating a shapes array to hold each of your shape objects. This will allow you to add
your head and your body. After that, you'll have a
chance to create any shape, starting with a classic, black hat. Have fun! (laughs) Yay! Go for it!"
Pixar in a Box,Rigging,Code a character,4. Functions,Next you'll use functions to *store* your deformer functions. Click here to review functions. Click here to review geometric transformations. ,"- Alright, you finally have a
snowman to start working with. Now we can get to the real
guts of the rigging software. We need to define our scale, rotate, and translate deformers. To allow you to move your shapes around. And this is where
functions come into play. Remember, functions package
a series of operations or procedures we'll use many times. Functions are set input which they perform a set of operations on. Now, to build any deformer,
we'll need a function which intercepts two inputs. First they must intercept
a pair of coordinates which is the vertex in our shape. And lay a set of value which is a magnitude of
transformation you want to apply. For example, the translate x to full might intercept a coordinate 2,2. And for the 2nd input would
provide a value of say five. And so this translate x function, the math we'll do is quite simple. Hey that's five to the x coordinate which updates it to 7,2 and that's the process for transforming each vertex into shape. Of course, a shapes contain many vertices. For example, a hat has eight. That means its function
is run eight times. Once for each vertex. Order of the deformer
functions transform vertices using equations. And the transformation depends
on the types of equations used in your functions. The equations used for scaling,
rotate, and translation are all different from each other. We cover these equations in detail in our sets and staging lesson. In the next code review, we'll give you an example of
writing a translation function and then in the exercise,
we'll allow you to write free deformer functions on your own. Alright, I'm out of here. (chuckling)"
Pixar in a Box,Animation,Introduction to animation,Math meets artistry ,n/a,"•Current transcript segment: 0:01- Hi, I'm Rob Jensen, and I'm an animator.•0:03Before we talk about computer animation•0:05and algorithms and all that,•0:07let's just talk about what
animation is at it's core.•0:10All animation is based on the same idea.•0:12Making changes to a series of images•0:15and playing those images back in sequence.•0:17Now in hand-drawn animation,
we do this by drawing.•0:20Animators draw key poses and then•0:22draw a series of pictures
we call in-betweens•0:25that connect the motion
from one pose to another.•0:27It's a lot of drawing.•0:28In computer animation, we animate•0:30by moving virtual digital models.•0:32We call this posing.•0:34The poses we create are translated•0:35into coordinates that are
recorded on a spreadsheet.•0:38The computer fills in
the in-between images.•0:41These in-betweens are the result•0:43of a computer interpreting what motion•0:44would move an image from
this pose to that pose.•0:48Of course, the computer can't act,•0:50so it gives us this.•0:52We refine the in-betweens to turn•0:54this robotic motion into
a polished performance•0:57like this.•0:58And there are many different ways•0:59of filling in the in-betweens.•1:01But each can be described using•1:02a mathematical function called a spline.•1:06And this is where the
math meets the artistry.•1:08The simplest way to see this spline idea•1:10is through a bouncing ball.•1:12I'm going to make it
bounce from here to here•1:14with four main poses that I define•1:16by setting keyframes.•1:18The computer draws all the other frames•1:19by evaluating the spline.•1:21By default, the computer makes•1:22a linear interpolation of the motion•1:24and we get something that
moves at a constant speed.•1:27Hmm.•1:28Now from physics we know that the•1:30ball should accelerate on the way down•1:31and decelerate on the way up.•1:33I can adjust the shape of the spline•1:35to change the timing.•1:36Now we got something that
looks more realistic,•1:38but it's still pretty generic.•1:40As an animator, it's my job to bring•1:41to life a specific character.•1:43So I need to ask myself some questions.•1:45Is the ball heavy and depressed like this?•1:47Or maybe it's happy.•1:49Maybe it's a balloon.•1:51Once I answer these questions,•1:52I can choose what kind of spline•1:53I think will have that
effect in the motion.•1:56And this gets even more exciting•1:57when you're looking at a
character and their physics•1:59because how a character moves•2:01says a lot about who they are.•2:02For example, Mr. Incredible in this scene,•2:05the animation needs to show him•2:06lifting up a train car.•2:07Now, in animation, you can make that•2:09seem really quick and easy,•2:11but the director didn't want that.•2:13He wanted the audience to know•2:14that Mr. Incredible
could do amazing things•2:16but that it took a lot
of effort to do them.•2:18So, the way we define the speed•2:21of the in-betweens will make the•2:22difference between the train looking•2:24light or the train looking heavy.•2:26So, let's be clear.•2:27The computer helps us a lot,•2:29but ultimately this job
is really about acting.•2:31But instead of being in front of a camera,•2:34you're taking the performance•2:35and breaking it down into tiny little•2:3724th of a second increments,•2:39and expressing those in an
abstract mathematical function.•2:42Pretty cool, right?"
Pixar in a Box,Animation,Introduction to animation,1. Straight ahead animation,"Let's start by drawing every frame, one by one... ","- So we're gonna delve deeper into the mathematics
of splines in a minute, but first I want to show you around the animation department at Pixar. Even though we work on movies all day, in an animated movie, there's no real set, so our job is basically
sitting in front of a computer. But that doesn't mean it has to be boring. Since our job demands a lot of creativity, we try to make Pixar feel like a place where creativity thrives. The animation department is
divided into different pods, basically groups of offices. Each pod has evolved a different style. This one's the jungle pod,
decorated with vines, plants, a castle, and even an
office made to feel like the interior of a crash landed plane. This one here is kind of a central gathering place for animators, complete with a performance
stage for live music. I spend some of my free time as a DJ, so I helped decorate my
pod as the Vinyl Lounge, complete with turntables. Okay, I'm gonna start by
showing you some techniques used in hand-drawn animation. And then we'll see how those
translate into the computer. Let's first animate a ball using a technique called
straight ahead animation. I'm gonna start with frame one. Now we'll put down another sheet of paper. These pegs help us keep it lined up. And I'll draw frame two here. Now frame three and frame four. As you can see, I'm drawing
one frame after another in order. When I'm done, I'll scan
all of these pictures into the computer so we can play it back. Straight ahead animation works
the same way in the computer. You can give it a try in
the next interactive demo. Start by dragging the ball
where you want it to be at the beginning of your animation. Then step to the next frame and drag the ball where you want it. Just move it a little bit each frame. Keep going like this one frame at a time. When you're done, press
play to see your animation. Now let's see what you can come up with."
Pixar in a Box,Animation,Introduction to animation,2. Linear interpolation,Connecting key poses with straight lines is called linear interpolation. ,"- Okay, straight-ahead animation works, but a lot of times it's hard to figure out where you're going. A lot of times, it's helpful to start by working out what we
call the key poses first. For a bouncing ball, that's gonna be where the
ball is at its highest point and where it hits the ground. I'll start by drawing frame one up high. Now let's draw frame nine on the ground. Now I can draw the in-betweens using these key poses as a guide. I'll draw frame five in the middle. We call this a breakdown. Now I can keep adding more
frames, subdividing the space. Sometimes it helps to make a little chart to keep track of all the numbers. (scribbling) Great, now let's shoot our
drawings and play them back. In back, we can cheat
and make it bounce back by reusing the same
drawings on the way back up. (thudding) Hmm, the ball's moving, but
it's not very realistic. Sometimes, before you get started, it helps to shoot video reference so you have some idea
of what you're doing. Remember, the ball needs to speed up as it falls to the ground. Our frame five is halfway
through the animation in time, but the ball shouldn't
be halfway to the ground at that point. Instead, I'm gonna draw a new frame five that's biased towards the first pose. Maybe I'll draw it a
third of the way down. Animators have developed a visual language using these timing charts to show how to space the
drawing in between key poses. So frame five, remember, is a third of the way
between one and nine. I'll draw frame three a third of the way between
one and five, and so on. These charts help us keep track
of the in-between drawings so we end up with the proper timing. When we play this back, the ball accelerates towards the ground. (thudding) Now let's see how we
use the same technique of pose-to-pose animation on the computer. We'll start by positioning
the ball up in the air in frame one, just like before. And then we'll skip ahead to frame nine and put the ball on the ground. Down below the picture, the computer shows us this graph. It's kind of like a 2D timing chart, and it shows us how the
computer is going to calculate the in-between frames. The horizontal axis is time, and the vertical axis is
how high up the ball is. Check this out. If we project the
intersection of each frame onto the vertical axis, we end up with exactly
the same timing chart that the 2D animators use. You can see that by default
the computer connects our poses with a straight line in the graph. This is called linear interpolation. It results in even spacing of the poses. When we play it back, the ball will move at a constant rate. Now you give it a try. See if you can animate a
convincing bouncing ball using linear interpolation. And here's a hint: you can add extra key frames in between to get the spacing that you want."
Pixar in a Box,Animation,Introduction to animation,3. Bezier curves,Using Bezier curves we can get smooth motion between keyframes. ,"(light clicks) (jettison pod whooshes)
(air ship whines) - You probably noticed that
in order to get smooth motion, you ended up having to pose the ball in pretty much every frame. The computer's helping, but
it's still a lot of work to get something that looks smooth. Instead of linear interpolation, we can use something called Bézier curves. If you've ever used design
or drawing software, you've probably used Bézier
curves without even knowing it. This is named after a French
engineer, Pierre Bézier, who invented this method to describe the smooth curves needed
when designing cars. These kinds of functions made up of Bézier curves are called splines. I also mentioned them in the first video. Bézier curves come with
these handles that let us control the shape of the
graph between our key poses. We get this nice curve that
eases out of the first pose, and ramps down to the second one. If you look at how these values map, you can see something that looks
just like our timing chart. Now you try it out. You should be able to get much smoother motion using Bézier curves. (ball smacks rhythmically)"
Pixar in a Box,Animation,Introduction to animation,4. Squash and stretch,Let's breathe some life into our ball using a key animation principle: squash and stretch. ,"- Now that you get the basic idea, let's have a little fun with it. We'll start by adding another control. At Pixar we call these
""animation variables"" or ""avars"" for short. This avar scales the ball
out in X, and down in Y. You can control the timing of this avar using the same graph editor. Now we can make the ball
stretch on the way down, and squash when it hits the ground. This idea of squash and
stretch is one of the key principles of animation. Animating the squash
and stretch of an object helps us to communicate what
that material is made out of. Remember, our job as animators isn't just to move things around,
it's to bring them to life. And one way to do that is to show the character's thought process. If this ball is alive, then
maybe it's not just bouncing, maybe it's hopping. And before it hops it'll squash
itself down in anticipation, just like Luxo Jr squashes
himself down before taking a hop. This is some of the
real magic of animation, is that we can take something that's fundamentally a lifeless
object, and bring it to life. (electronic squeaking) (lampshade rattling) (metallic whining) (metallic sighing) (wooden thudding) (wooden thudding) What kind of ball do you want to animate? What's it doing? What's it thinking? Can you bring it to life?"
Pixar in a Box,Animation,Introduction to animation,Getting to know Rob Jensen,How did Rob start out? ,"I was looking right in the lens does it matter okay? How did I get to Pixar? Well, I always grew up drawing and painting my dad worked for Ibm. [so] there were computers around and I remember one [day] my brother was like hey check this out. You can kind of make pictures on the computer [I] was like whoa [that] [looks] like fun when I was a little kid my dad actually took me to ibm research where John lasseter was giving a talk about computer animation and It blew my mind And he was showing Luxo Jr.. For the first time or at least the first time to us and how he made it squish before it jumped and Follow through after it landed Yeah, I went to school studying computer science and with a certificate in visual arts although where I went the visual arts program was very Fine Arts oriented not graphic arts. So nobody taught me animation But there was a room full of computers that were sitting around doing nothing So I commandeered those and turned them into the render farm for my short film So yeah, I mean at school. I spent a lot of time learning about the math and the computer technology [behind] computer animation But it's really on the job that I learned to become an animator"
Pixar in a Box,Animation,Mathematics of animation curves,1. Mathematics of linear interpolation,"First we'll use the slope intercept form of a line to define each frame along a straight line.
Click here to review slope-intercept form of a line.
Click here to do the Environment Modeling topic if you haven't already. ","- So, we've seen two ways
to calculate in-betweens: linear interpolation and Bézier curves. Now let's get into the math behind them. We're gonna build on
some of what we learned in the environment modeling lesson, so if you need to review,
click on this link. Let's start with the simpler
version, linear interpolation. Let's focus on this segment. We know the value of y at frame 4 is 750 and the value at frame 8 is 190, but what's the value of
y at frame 5, 6, or 7? The picture tells us
that y can be represented as a linear function of x,
where x is the frame number. Linear functions can be written
in slope-intercept form: y = mx + b, where m is the slope and
b is the y-intercept. Now we don't know the slope
and intercept directly, but we do have two points on the line, which is enough information
to calculate them. Now, once we have m and b, we can figure out y for any frame. Try out this next exercise
to test your understanding of linear interpolation using
the slope-intercept form."
Pixar in a Box,Animation,Mathematics of animation curves,2. Repeated linear interpolation,First we'll review De Casteljau's algorithm using three points. Then it's your turn to figure out how to do it with 4 points! ,"- Now that we've looked
at linear interpolation, let's see how we can get smoother motion using Bézier curves. The shape of each segment of this curve is controlled by four points. So how can we write an equation that gives us a smooth curve
out of these four points? You may remember we
faced a similar problem in the environment modeling lesson. There, we were trying to
make curved blades of grass. We saw how to use three points to define a parabolic arc
using the string art method. So let's review how that string
art method actually works. Let's label our points A, B, and C. We've also got a parameter we'll call t, which is how far along
each line segment we are. First, we can calculate a point on A B using a weighted average
of these two end points. This is another kind of
linear interpolation, but instead of using the
slope intercept form, we're using what's
called a parametric form. The parameter is t, which tells us how far
along the line we are. As t goes from zero to one, our new point, let's call it Q, goes from A to B. Let's do the same thing
for the other line segment, calculating a point R between B and C. Finally, we'll use the
same method between Q and R to calculate P, which is a point on our curve. As t goes from zero to one, P traces out the smooth curve. You can think of this construction method as repeated linear interpolation since Q, R, and P are all computed using linear functions of t. This method of repeated
linear interpolation is called deCastlejau's algorithm. It's named after Paul deCastlejau who actually discovered the math for this a few years before Pierre Bézier, but wasn't able to publish it until after Bézier had scooped in. We've seen how deCastlejau's
algorithm can be used to make a smooth curve
out of three points, but for animation, we
want to use four points to control the curve. Take a few minutes with pencil and paper and see if you can work out
how to get a smooth curve starting with four
points instead of three."
Pixar in a Box,Animation,Mathematics of animation curves,3. De Casteljau's algorithm,We can use de Casteljau's algorithm to calculate curves using any number of points. ,"- So, how'd it go? Did you figure out how to extend a Casteljau's algorithm to 4 points? It's not so easy, so don't
worry if you had some trouble. Here's what De Casteljau came up with. First, we use linear interpolation along with our parameter
t, to find a point on each of the 3 line segments. Now we have a 3-point polygon,
just like the grass blade. As before, we find a point
on each of the new segments using linear interpolation
and the same t value. Now we have a 2-point polygon, or a line. We find a point on our line using linear interpolation, one more time. As we vary the parameter
t, this final point traces out our smooth curve. These are the kind of
curves we typically use to control the motion of our
characters as we animate. We use something called a graph editor, which lets us manipulate
the control points of these curves to get
smooth motion between poses. This is the graph editor
that we use at Pixar. In between each one of my
key poses is a Bézier curve. We also tend to group
the adjacent segments so they maintain the slope of the
curve across the key frame. This prevents sudden jerks in the motion. You can use the next interactive excercise to get some experience with Bézier curves that have 3, 4, or even more points."
Pixar in a Box,Animation,Mathematics of animation curves,4. What degree are these curves?,Bonus! In this video we'll connect the degree of these curves to the number of control points in the construction. ,"- Now that we've seen how Bézier curves behave geometrically, let's
take a look at the algebra starting with a three-point polygon. As before, we construct a point Q using linear interpolation, that is a weighted average
on the line segment AB. Algebraically, Q can be written as Q = (1-t)A + tB Next we construct a point
R on the line segment BC, which means that R can be written as R = (1-t)B + tC Finally we connect Q and R, and do one final linear interpolation to get P, out point on the curve. P = (1-t)Q + tR From this last equation, it kinda look like P is degree 1 in t. But the first two
equations also depend on t. So let's substitute the first
two equations into the third to get this combined expression. Multiplying out the terms and collecting, I can rewrite P as P = (1-t)2*A + 2t(1-t)B +t2*C. All those squared terms show us that P is actually a degree 2 polynomial. Interesting, a three-point polygon leads to a degree 2 polynomial. Thar kinda makes sense
because we did two stages of linear interpolation. In the first stage we computed Q and R and in the second stage we computed P. Now, what happens to the degree if we start with a four-point polygon? Can you guess? In the first stage, I compute three points using linear interpolation. In the second stage, I compute two points, and in the third stage,
I compute one point. Since I have three stages, the resulting curve will be degree 3. That means a four-point polygon
results in a degree 3 curve. You can generalize deCastlejau's algorithm to start with five, six,
or any number of points. The rule is, if we start with n points, you get a polynomial of degree n-1. Pretty neat. And congratulations on
finishing this lesson. If you're feeling particularly bold, try your hand at the
following bonus challenge."
Pixar in a Box,Environment modeling,Modeling grass with parabolas,Introduction to parabolic arcs,What do parabolic arcs have to do with blades of grass? ,"- Hi. My name is Inigo Quilez, and I work in Brave making all the trees, the forest, and all the natural
environments of the movie. I use a lot of mathematics to do this. (arrow hits target) I think most people think of maths as something boring and mechanical, but that's not the way we
see mathematics at Pixar. For us, maths are a tool to create images, movement, richness, and fun. This lesson, we'll talk
about one of the ways we use mathematics to create
the landscapes of Brave. So let's start with the most simple thing we can find in this
landscape: one blade of grass. One blade of grass is something
that starts in a point, grows in a direction, and bends down. It looks like a small, thin curve. This is great news,
because in mathematics, we have a lot of tools to describe curves. In this case, we choose the parabola, which is a very specific curve. The curve, however, only gives
us the spine of the blade. We still need to add a thickness to it and a color to make a blade of grass. And in order to populate the whole forest, we need to create millions of such curves, and then give them the
right thicknesses and colors in order to create something
organic and natural. Do you want to know more? Stay with us for the rest of the lesson. (beep)"
Pixar in a Box,Environment modeling,Modeling grass with parabolas,1. String art,"Find out how we can make curved lines using straight ones using the string art construction.
Click here to see Vi Hart's video on this technique. ","(swords clanking) - Welcome to Pixar. I'm Tony Derose, one of the
computer scientists who works on our film here. And conveniently enough behind
me is Mark Andrews, director of Brave. (whoosh) - Good to see you. - So we're talking today
about some of the ways that math was used to create
the forest in Brave. And I was wondering what it's
like as a director to work with the technical staff here. - Oh I love them. I mean, everything that you
see on a screen, on a Pixar movie, we couldn't put
it out there without the technical staff. Our movies are so complex. The movie like Brave, the
organics, and the grass, the forest, her hair, I mean everything. That just ups the game when
it comes to the numbers that you're crunching in a computer
so we rely completely on mathematics to make these movies. - That makes my heart warm.
(Andrew laughs) Thank you so much.
- Absolutely - And we're gonna be talking
about some of that complexity in the rest of this lesson. We saw in the previous
video, how parabolas are used to model grass in Brave. A complete parabola is actually
an infinite curve, but we just want a little piece. That's called a parabolic arc. And to create believable
grass, we have to create other attributes such as how the
width varies up the blade, its color, and how it moves
in response to things like horse hooves and wind. And we'll get to all of
that later in the lesson. But for now let's just
focus on the basic shape. Come on inside, I'll show you more. So the question is, how
are we going to represent parabolic arcs in a way
that artists can deal with, but computers can too. Well, there are a variety
of ways of representing parabolic arcs. You may have seen them
for instance, as grass in quadratic functions. The problem with quadratic
functions is they're not very intuitive for artists. A more artist friendly way,
it to use three points. Let me show you. Okay, so I have three points,
and as I move them around the parabola updates accordingly
and in computer graphics, these three points like this
are called the control polygon. So if I'm only gonna store
the three points, I some how have to recover that parabolic arc. So the question is how do I
go from these three points to recovering my parabola? The idea is pretty simple. The first thing we're gonna do
is lay out some evenly spaced points, the same number on each leg. And then next, what I'm gonna
do is start connecting dots. And as I continue to connect
these dots, you'll see the curve start to
emerge almost magically. Now you can do this same
construction in real life. It's called the string art construction. You take a pice of paper,
you draw some lines on it, you spread out some evenly spaced points, and then with needle and
thread, you start making these connections like down here. So we'll call this the
strong art construction for parabolic arcs. In the next exercise
you'll have an opportunity to connect the dots yourself."
Pixar in a Box,Environment modeling,Modeling grass with parabolas,2. Midpoint formula,"Explore how midpoints are used to describe the ""string art construction."". ","- In the previous video, we saw how to use three points to define a parabolic arc. Later we'll talk about how to define the width, the color, the motion, and the variety that would be needed to create a convincing field of grass. But first, let's talk about what math we would need to create a computer program that our artists could use. A program like this one, for instance, where I can pull points around, and the parabola updates. So what kind of math is required underneath this program? First we need to talk about computing the locations of the points that we're going to connect together with the string art lines. Now, some of these points are a little bit easier to construct than others, and the easiest ones are the ones here, at the midpoints. So this point here is on the midpoint of this leg, and this point here is on the midpoint of this leg, and so on. So let's look at the mathematics of midpoints. So here I have a line segment, A B. The midpoint of that line segment is going to be somewhere in the middle. Like this yellow point here. Let's call that point Q. Now the question is, if I know the coordinates of A, suppose the coordinates of A are A sub x, and A sub y. Similarly suppose the coordinates of B are B sub x, and B sub y, then the question is, what are the coordinates of the midpoint Q? Well, if you think about it for a minute, you'll realize that Q is halfway between A and B in the x direction, and halfway between A and B in the y direction. We can compute a point like that by simple averaging. It is the x coordinate of Q is going to be the average of the x coordinates of A and B. So that's going to be Ax plus Bx over two. The y coordinate is going to be Ay plus By over 2. That's a very simple calculation. ^I can abbreviate it and make it look a little bit simpler, ^by writing Q as A plus B over 2. ^What this means is, ^take the average of x and the average of y. ^So these two expressions just mean the same thing. Now our string art construction requires more than just a pair of midpoints. But we can create as many points as we want, by computing midpoints of midpoints. For instance, here is just a pair of midpoints, and now I'm going to compute a midpoint on this subsegment, and another midpoint on this subsegment. Similarly for these two subsegments. So that gives me three points on each leg, and I can create as many as I want just by continuing this midpoint of midpoint process. Next, you'll have a chance to experiment with these ideas."
Pixar in a Box,Environment modeling,Modeling grass with parabolas,3. Parabolic arcs,Are we really creating parabolic curves using this construction? Let's gain some insight first. ,"(lamp and ball boinging) - Congratulations. You're now an expert on midpoints. (arrow whooshes) Now let's take the next step. I've been claiming that the curves created with the string art construction are parabolas. But how do we know that's actually true? Well, it's actually a little bit hard to prove that rigorously but we can get some intuition in the following exercise. Now you may have seen parabolic arcs as graphs of quadratic equations like this one, for instance. So here I have a green curve that's the graph of a quadratic function. And so it's a parabola. And I have a blue curve generated through the string art construction. It's my job in this exercise, it'll be your job in the exercise, to see if you can reposition the points so that the blue curve sits exactly on top of the green curve. So for instance, I'm gonna try moving this point, say down here. And this point over here. Over there. So the blue curve is getting a little bit closer, but it's not exactly on top of the green curve yet. And in fact I'm gonna ask you to try it in the next exercise."
Pixar in a Box,Environment modeling,Modeling grass with parabolas,4. Modeling grass,"Next let's build a blade of grass using a parabolic arc as a spine.
Click here to review perpendicular lines. ","(clicking) Great work! Now we've got all the math we
need for a computer program to draw as many lines as we need to create a good
approximation to a parabola. Let's return to some of the
artistic aspects of grass starting with the width. In this interactive, I
can move the points around and I haven't drawn the
legs of the control polygon just to make it look a little bit simpler and, let's see, that kind of shape for the
spine looks pretty good. So let me move on to the next step which is to define the width. I'm going to do that using
something we'll call a Skeleton. The Skeleton is a set
of lines, like these, that cut across the blade
of grass at 90 degree angles so here's a Skeleton line,
here's a Skeleton line and so on. If I connect all the left
sides of the Skeleton lines and the right side of the Skeleton lines, I create a region, let me fill that in, and that region looks a lot
more like a blade of grass. (click)
(tinkling) I can control the width
using this slider here so that's just adjusting the
length of those Skeleton lines and that width there looks pretty good. Finally, I can control the color. I can go from a deep green to a lighter green to a really light green. Our artists control parameters like this to create the kind of convincing grass that you see in ""Brave."" Use this interactive to see what kinds of blades of grass you can create and then, in the next video, we'll talk about how to animate it."
Pixar in a Box,Environment modeling,Modeling grass with parabolas,5. Animating grass,"Finally, let's bring our parabolic arc to life! ","- So far we've talked about how to create a blade of grass using a parabolic arc and a width parameter. We refer to this kind of geometry creation here at Pixar as Modeling. We've also talked about how to create a color, and we refer to that as Shading. Next we're going to talk about something even more exciting, that is Animation, how to make the blade of grass move. Notice in this shot how the grass is moving gently indicating a gentle breeze. We call this kind of subtle motion Keep Alive because if there was no motion at all it would appear stale or dead. But we don't want so much motion that it draws attention away from where the director wants you to be looking. So how are we going to animate each blade? Well to animate, I just need to know where each control point is in each frame of the animation. So, I can just record the motion as I move them around. So here's a simple little animation, and that's probably enough frames right there. And now I can replay that animation as many times as I like. In this case, I'm just cycling back and forth through the animation. So, this is how this one blade looks when animated, and here's how that motion looks when it's copied out to a bunch of blades of grass. Starts to give you a feeling for how a field of grass might move. But in this case, all the blades of grass are moving exactly the same which isn't very realistic, but we can add a little bit of variation by having each blade start the animation at a slightly different time, and that's what I can control with this slider here. So, I can add just a little bit of variation, or I can add a lot of variation. And now it's starting to look a lot more realistic. That's one way to add variation, but another way to add variation is using randomness. In fact, we use randomness so often and in so many different ways that we're going to devote an entire tutorial to it. But for now, use this interactive to see if you can animate two different shots. One with just a little bit of gentle Keep Alive like on a calm day, and another that looks like a very windy or stormy day."
